title,company,location,salary,skills
Jio Home Service,"Jio Home Service 
 
 
 
 
                            Jio",Seoni,Competitive stipend,"Jio Home Service Jio Seoni Competitive stipend Not Provided Selected intern's day-to-day responsibilities: 1. Assist the Premise Connect team in delivering JioFiber and AirFiber services. 2. Get hands-on experience with fiber installation alongside experienced technicians. 3. Build skills in customer service, material management, and upselling. 4. Learn technical processes like crimping, connectorization, splicing, and cabling. 5. Understand and follow industry-standard safety procedures. 6. Participate in both classroom training and on-the-job learning modules. Client Interaction Technical Support Effective Communication Customer Support 3 weeks ago Be an early applicant"
Jio Home Service,"Jio Home Service 
 
 
 
 
                            Jio",Seoni,Competitive stipend,"Seoni Competitive stipend Not Provided Selected intern's day-to-day responsibilities: 1. Assist the Premise Connect team in delivering JioFiber and AirFiber services. 2. Get hands-on experience with fiber installation alongside experienced technicians. 3. Build skills in customer service, material management, and upselling. 4. Learn technical processes like crimping, connectorization, splicing, and cabling. 5. Understand and follow industry-standard safety procedures. 6. Participate in both classroom training and on-the-job learning modules. Client Interaction Technical Support Effective Communication Customer Support 3 weeks ago Be an early applicant"
Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Inside Sales,"Inside Sales 
 
 
 
 
                            Pooja Arora",Navi Mumbai,"₹ 12,000 - 18,000 /month","Inside Sales Pooja Arora Navi Mumbai ₹ 12,000 - 18,000 /month 6 Months Selected intern’s day-to-day responsibilities include: 1. Supporting digital sales activities. 2. Assisting with customer retention strategies. 3. Working as a retention specialist to build strong client relationships. Client Relationship Sales 3 weeks ago Be an early applicant"
Inside Sales,"Inside Sales 
 
 
 
 
                            Pooja Arora",Navi Mumbai,"₹ 12,000 - 18,000 /month","Navi Mumbai ₹ 12,000 - 18,000 /month 6 Months Selected intern’s day-to-day responsibilities include: 1. Supporting digital sales activities. 2. Assisting with customer retention strategies. 3. Working as a retention specialist to build strong client relationships. Client Relationship Sales 3 weeks ago Be an early applicant"
EdTech Customer Support And Operations,"EdTech Customer Support And Operations 
 
 
 
 
                            TransWeb Global Incorporation",Work from home,"₹ 7,000 /month","EdTech Customer Support And Operations TransWeb Global Incorporation Work from home ₹ 7,000 /month 6 Months 1. Respond to customer inquiries through chat, calls, and emails, providing prompt and professional assistance 2. Generate quotations, assist with payments, and ensure smooth order processing 3. Assign orders to tutors, ensuring timely and quality delivery 4. Handle revisions promptly and manage dispute cases while maintaining high customer service standards 5. Follow up on daily hot leads through calls and messages during shifts MS-Office MS-Word MS-Excel English Proficiency (Spoken) English Proficiency (Written) 3 weeks ago"
EdTech Customer Support And Operations,"EdTech Customer Support And Operations 
 
 
 
 
                            TransWeb Global Incorporation",Work from home,"₹ 7,000 /month","Work from home ₹ 7,000 /month 6 Months 1. Respond to customer inquiries through chat, calls, and emails, providing prompt and professional assistance 2. Generate quotations, assist with payments, and ensure smooth order processing 3. Assign orders to tutors, ensuring timely and quality delivery 4. Handle revisions promptly and manage dispute cases while maintaining high customer service standards 5. Follow up on daily hot leads through calls and messages during shifts MS-Office MS-Word MS-Excel English Proficiency (Spoken) English Proficiency (Written) 3 weeks ago"
Community Management,"Community Management 
 
 
 
 
                            Mompreneur Circle",Work from home,"₹ 8,000 - 10,000 /month","Community Management Mompreneur Circle Work from home ₹ 8,000 - 10,000 /month 5 Months 1. Resolve customer queries via email, call, or social media 2. Reach out to customers/brands and follow up with concerned teams in limited periods 3. Respond promptly to customer/brand inquiries 4. Ensure customer satisfaction and provide professional customer support Client Relationship 3 weeks ago"
Community Management,"Community Management 
 
 
 
 
                            Mompreneur Circle",Work from home,"₹ 8,000 - 10,000 /month","Work from home ₹ 8,000 - 10,000 /month 5 Months 1. Resolve customer queries via email, call, or social media 2. Reach out to customers/brands and follow up with concerned teams in limited periods 3. Respond promptly to customer/brand inquiries 4. Ensure customer satisfaction and provide professional customer support Client Relationship 3 weeks ago"
Field Sales,"Field Sales 
 
 
 
 
                            Jinesh Parekh                         
 Actively hiring",Mumbai                                                                 (Hybrid),"₹ 6,000 - 21,000 /month","Field Sales Jinesh Parekh Actively hiring Mumbai (Hybrid) ₹ 6,000 - 21,000 /month 3 Months 1. Visit allocated areas and talk to people and explain our services and incentives 2. Help the customer download the application 3. Help recruit helpers English Proficiency (Spoken) Hindi Proficiency (Spoken) Sales 3 weeks ago"
Field Sales,"Field Sales 
 
 
 
 
                            Jinesh Parekh                         
 Actively hiring",Mumbai                                                                 (Hybrid),"₹ 6,000 - 21,000 /month","Mumbai (Hybrid) ₹ 6,000 - 21,000 /month 3 Months 1. Visit allocated areas and talk to people and explain our services and incentives 2. Help the customer download the application 3. Help recruit helpers English Proficiency (Spoken) Hindi Proficiency (Spoken) Sales 3 weeks ago"
Store Associate,"Store Associate 
 
 
 
 
                            Swiggy Instamart","Faridabad, Delhi, Ghaziabad, Gurgaon, Pune, Hyderabad, Mumbai, Noida, Bangalore","₹ 2,000 lump sum","Store Associate Swiggy Instamart Faridabad, Delhi, Ghaziabad, Gurgaon, Pune, Hyderabad, Mumbai, Noida, Bangalore ₹ 2,000 lump sum 1 Week 1. Participate in a 9-hour immersive store experience at an Instamart pod. 2. Assist the store team in daily operations including order fulfillment, inventory checks, and customer interaction. 3. Learn about key retail performance metrics and contribute to smooth store functioning. Effective Communication 3 weeks ago Be an early applicant"
